%time,field.x,field.y,field.z
16923000000,0.0,0.0,3.0
17880000000,0.0,0.0,3.0
18736000000,0.0,0.0,3.0
19620000000,0.0,0.0,3.0
20716000000,0.0,0.0,3.0
21382000000,0.0,0.0,3.0
22209000000,0.0,0.0,3.0
23103000000,0.0,0.0,3.0
23957000000,0.0,0.0,3.0
24961000000,0.0,0.0,3.0
25851000000,0.0,0.0,3.0
26702000000,0.0,0.0,3.0
27324000000,0.0,0.0,3.0
28320000000,0.0,0.0,3.0
29247000000,0.0,0.0,3.0
30344000000,0.0,0.0,3.0
31017000000,0.0,0.0,3.0
31982000000,0.0,0.0,3.0
32754000000,0.0,0.0,3.0
33873000000,0.0,0.0,3.0
34800000000,0.0,0.0,3.0
35485000000,0.0,0.0,3.0
36307000000,0.0,0.0,3.0
37275000000,0.0,0.0,3.0
38062000000,0.0,0.0,3.0
39024000000,0.0,0.0,3.0
39904000000,0.0,0.0,3.0
40955000000,0.0,0.0,3.0
41938000000,0.0,0.0,3.0
42762000000,0.0,0.0,3.0
43688000000,0.0,0.0,3.0
44718000000,0.0,0.0,3.0
45484000000,0.0,0.0,3.0
46151000000,0.0,0.0,3.0
47137000000,0.0,0.0,3.0
47829000000,0.0,0.0,3.0
48626000000,0.0,0.0,3.0
49368000000,0.0,0.0,3.0
50265000000,0.0,0.0,3.0
50927000000,0.0,0.0,3.0
51726000000,0.0,0.0,3.0
52970000000,0.0,0.0,3.0
53439000000,0.0,0.0,3.0
54253000000,0.0,0.0,3.0
55142000000,0.0,0.0,3.0
56000000000,0.0,0.0,3.0
57068000000,0.0,0.0,3.0
57932000000,0.0,0.0,3.0
58825000000,0.0,0.0,3.0
59663000000,0.0,0.0,3.0
60484000000,0.0,0.0,3.0
61401000000,0.0,0.0,3.0
62331000000,0.0,0.0,3.0
63174000000,0.0,0.0,3.0
64011000000,0.0,0.0,3.0
64861000000,0.0,0.0,3.0
65483000000,0.0,0.0,3.0
66592000000,0.0,0.0,3.0
67760000000,0.0,0.0,3.0
68411000000,0.0,0.0,3.0
69119000000,0.0,0.0,3.0
70049000000,0.0,0.0,3.0
70831000000,0.0,0.0,3.0
71679000000,0.0,0.0,3.0
72772000000,0.0,0.0,3.0
73325000000,0.0,0.0,3.0
74292000000,0.0,0.0,3.0
74966000000,0.0,0.0,3.0
76083000000,0.0,0.0,3.0
76819000000,0.0,0.0,3.0
77638000000,0.0,0.0,3.0
78359000000,0.0,0.0,3.0
79311000000,0.0,0.0,3.0
80386000000,0.0,0.0,3.0
81224000000,0.0,0.0,3.0
82027000000,0.0,0.0,3.0
82886000000,0.0,0.0,3.0
83684000000,0.0,0.0,3.0
84870000000,0.0,0.0,3.0
85645000000,0.0,0.0,3.0
86426000000,0.0,0.0,3.0
87201000000,0.0,0.0,3.0
88151000000,0.0,0.0,3.0
88923000000,0.0,0.0,3.0
89894000000,0.0,0.0,3.0
90608000000,0.0,0.0,3.0
91736000000,0.0,0.0,3.0
92673000000,0.0,0.0,3.0
93384000000,0.0,0.0,3.0
94080000000,0.0,0.0,3.0
94962000000,0.0,0.0,3.0
95980000000,0.0,0.0,3.0
96792000000,0.0,0.0,3.0
97565000000,0.0,0.0,3.0
98453000000,0.0,0.0,3.0
99367000000,0.0,0.0,3.0
100158000000,0.0,0.0,3.0
100986000000,0.0,0.0,3.0
101843000000,0.0,0.0,3.0
102582000000,0.0,0.0,3.0
103292000000,0.0,0.0,3.0
104131000000,0.0,0.0,3.0
104942000000,0.0,0.0,3.0
105571000000,0.0,0.0,3.0
106530000000,0.0,0.0,3.0
107248000000,0.0,0.0,3.0
108250000000,0.0,0.0,3.0
108915000000,0.0,0.0,3.0
109882000000,0.0,0.0,3.0
110931000000,0.0,0.0,3.0
111685000000,0.0,0.0,3.0
112684000000,0.0,0.0,3.0
113275000000,0.0,0.0,3.0
114144000000,0.0,0.0,3.0
115002000000,0.0,0.0,3.0
115682000000,0.0,0.0,3.0
116694000000,0.0,0.0,3.0
117607000000,0.0,0.0,3.0
