%time,field.x,field.y,field.z
25194000000,0.0,0.0,0.0
25222000000,0.0,0.0,0.0
25253000000,0.0,0.0,0.0
25271000000,0.0,0.0,0.0
25297000000,0.0,0.0,0.0
25320000000,0.0,0.0,0.0
25335000000,0.0,0.0,0.0
25353000000,0.0,0.0,0.0
25363000000,0.0,0.0,0.0
25383000000,0.0,0.0,0.0
25408000000,0.0,0.0,0.0
25419000000,0.0,0.0,0.0
25437000000,0.0,0.0,0.0
25461000000,0.0,0.0,0.0
25482000000,0.0,0.0,0.0
25503000000,0.0,0.0,0.0
25508000000,0.0,0.0,0.0
25531000000,0.0,0.0,0.0
25552000000,0.0,0.0,0.0
25568000000,0.0,0.0,0.0
25586000000,0.0,0.0,0.0
25604000000,0.0,0.0,0.0
25619000000,0.0,0.0,0.0
25634000000,0.0,0.0,0.0
25646000000,0.0,0.0,0.0
25656000000,0.0,0.0,0.0
25669000000,0.0,0.0,0.0
25677000000,0.0,0.0,0.0
25689000000,0.0,0.0,0.0
25696000000,0.0,0.0,0.0
25708000000,0.0,0.0,0.0
25721000000,0.0,0.0,0.0
25738000000,0.0,0.0,0.0
25745000000,0.0,0.0,0.0
25772000000,0.0,0.0,0.0
25808000000,0.0,0.0,0.0
25828000000,0.0,0.0,0.0
25848000000,0.0,0.0,0.0
25861000000,0.0,0.0,0.0
25884000000,0.0,0.0,0.0
25909000000,0.0,0.0,0.0
25942000000,0.0,0.0,0.0
25974000000,0.0,0.0,0.0
26029000000,0.0,0.0,0.0
26080000000,0.0,0.0,0.0
26114000000,0.0,0.0,0.0
26137000000,0.0,0.0,0.0
26155000000,0.0,0.0,0.0
26177000000,0.0,0.0,0.0
26201000000,0.0,0.0,0.0
26275000000,0.0,0.0,0.0
26310000000,0.0,0.0,0.0
26332000000,0.0,0.0,0.0
26351000000,0.0,0.0,0.0
26373000000,0.0,0.0,0.0
26382000000,0.0,0.0,0.0
26442000000,0.0,0.0,0.0
26455000000,0.0,0.0,0.0
26467000000,0.0,0.0,0.0
26488000000,0.0,0.0,0.0
26509000000,0.0,0.0,0.0
26528000000,0.0,0.0,0.0
26548000000,0.0,0.0,0.0
26566000000,0.0,0.0,0.0
26584000000,0.0,0.0,0.0
26605000000,0.0,0.0,0.0
26611000000,0.0,0.0,0.0
26631000000,0.0,0.0,0.0
26643000000,0.0,0.0,0.0
26661000000,0.0,0.0,0.0
26674000000,0.0,0.0,0.0
26689000000,0.0,0.0,0.0
26701000000,0.0,0.0,0.0
26718000000,0.0,0.0,0.0
26738000000,0.0,0.0,0.0
26753000000,0.0,0.0,0.0
26767000000,0.0,0.0,0.0
26788000000,0.0,0.0,0.0
26801000000,0.0,0.0,0.0
26814000000,0.0,0.0,0.0
26836000000,0.0,0.0,0.0
26852000000,0.0,0.0,0.0
26871000000,0.0,0.0,0.0
26876000000,0.0,0.0,0.0
26899000000,0.0,0.0,0.0
26911000000,0.0,0.0,0.0
26925000000,0.0,0.0,0.0
26956000000,0.0,0.0,0.0
26974000000,0.0,0.0,0.0
26997000000,0.0,0.0,0.0
27023000000,0.0,0.0,0.0
27042000000,0.0,0.0,0.0
27063000000,0.0,0.0,0.0
27063000000,0.0,0.0,0.0
27063000000,0.0,0.0,0.0
27107000000,0.0,0.0,0.0
27147000000,0.0,0.0,0.0
27164000000,0.0,0.0,0.0
27186000000,0.0,0.0,0.0
27209000000,0.0,0.0,0.0
27270000000,0.0,0.0,0.0
27270000000,0.0,0.0,0.0
27285000000,0.0,0.0,0.0
27299000000,0.0,0.0,0.0
27338000000,0.0,0.0,0.0
27356000000,0.0,0.0,0.0
27392000000,0.0,0.0,0.0
27444000000,0.0,0.0,0.0
27444000000,0.0,0.0,0.0
27444000000,0.0,0.0,0.0
27477000000,0.0,0.0,0.0
27492000000,0.0,0.0,0.0
27516000000,0.0,0.0,0.0
27535000000,0.0,0.0,0.0
27559000000,0.0,0.0,0.0
27578000000,0.0,0.0,0.0
27619000000,0.0,0.0,0.0
27619000000,0.0,0.0,0.0
27646000000,0.0,0.0,0.0
27663000000,0.0,0.0,0.0
27684000000,0.0,0.0,0.0
27711000000,0.0,0.0,0.0
27729000000,0.0,0.0,0.0
27742000000,0.0,0.0,0.0
27742000000,0.0,0.0,0.0
27790000000,0.0,0.0,0.0
27806000000,0.0,0.0,0.0
27825000000,0.0,0.0,0.0
27842000000,0.0,0.0,0.0
27853000000,0.0,0.0,0.0
27869000000,0.0,0.0,0.0
27885000000,0.0,0.0,0.0
27903000000,0.0,0.0,0.0
27919000000,0.0,0.0,0.0
27935000000,0.0,0.0,0.0
27950000000,0.0,0.0,0.0
27965000000,0.0,0.0,0.0
27969000000,0.0,0.0,0.0
27977000000,0.0,0.0,0.0
27990000000,0.0,0.0,0.0
27996000000,0.0,0.0,0.0
28010000000,0.0,0.0,0.0
28026000000,0.0,0.0,0.0
28050000000,0.0,0.0,0.0
28067000000,0.0,0.0,0.0
28090000000,0.0,0.0,0.0
28109000000,0.0,0.0,0.0
28130000000,0.0,0.0,0.0
28149000000,0.0,0.0,0.0
28176000000,0.0,0.0,0.0
28194000000,0.0,0.0,0.0
28211000000,0.0,0.0,0.0
28230000000,0.0,0.0,0.0
28247000000,0.0,0.0,0.0
28263000000,0.0,0.0,0.0
28280000000,0.0,0.0,0.0
28295000000,0.0,0.0,0.0
28309000000,0.0,0.0,0.0
28321000000,0.0,0.0,0.0
28333000000,0.0,0.0,0.0
28348000000,0.0,0.0,0.0
28366000000,0.0,0.0,0.0
28387000000,0.0,0.0,0.0
28406000000,0.0,0.0,0.0
28426000000,0.0,0.0,0.0
28444000000,0.0,0.0,0.0
28463000000,0.0,0.0,0.0
28484000000,0.0,0.0,0.0
28502000000,0.0,0.0,0.0
28521000000,0.0,0.0,0.0
28523000000,0.0,0.0,0.0
28535000000,0.0,0.0,0.0
28553000000,0.0,0.0,0.0
28555000000,0.0,0.0,0.0
28564000000,0.0,0.0,0.0
28579000000,0.0,0.0,0.0
28594000000,0.0,0.0,0.0
28614000000,0.0,0.0,0.0
28633000000,0.0,0.0,0.0
28648000000,0.0,0.0,0.0
28661000000,0.0,0.0,0.0
28683000000,0.0,0.0,0.0
28699000000,0.0,0.0,0.0
28716000000,0.0,0.0,0.0
28735000000,0.0,0.0,0.0
28751000000,0.0,0.0,0.0
28774000000,0.0,0.0,0.0
28790000000,0.0,0.0,0.0
28803000000,0.0,0.0,0.0
28823000000,0.0,0.0,0.0
28853000000,0.0,0.0,0.0
28873000000,0.0,0.0,0.0
28889000000,0.0,0.0,0.0
28906000000,0.0,0.0,0.0
28932000000,0.0,0.0,0.0
28952000000,0.0,0.0,0.0
28970000000,0.0,0.0,0.0
28984000000,0.0,0.0,0.0
29007000000,0.0,0.0,0.0
29021000000,0.0,0.0,0.0
29044000000,0.0,0.0,0.0
29064000000,0.0,0.0,0.0
29083000000,0.0,0.0,0.0
29108000000,0.0,0.0,0.0
29121000000,0.0,0.0,0.0
29143000000,0.0,0.0,0.0
29168000000,0.0,0.0,0.0
29193000000,0.0,0.0,0.0
29210000000,0.0,0.0,0.0
29232000000,0.0,0.0,0.0
29255000000,0.0,0.0,0.0
29279000000,0.0,0.0,0.0
29309000000,0.0,0.0,0.0
29327000000,0.0,0.0,0.0
29351000000,0.0,0.0,0.0
29379000000,0.0,0.0,0.0
29409000000,0.0,0.0,0.0
29429000000,0.0,0.0,0.0
29454000000,0.0,0.0,0.0
29472000000,0.0,0.0,0.0
29485000000,0.0,0.0,0.0
29502000000,0.0,0.0,0.0
29525000000,0.0,0.0,0.0
29552000000,0.0,0.0,0.0
29572000000,0.0,0.0,0.0
29593000000,0.0,0.0,0.0
29619000000,0.0,0.0,0.0
29642000000,0.0,0.0,0.0
29665000000,0.0,0.0,0.0
29686000000,0.0,0.0,0.0
29705000000,0.0,0.0,0.0
29723000000,0.0,0.0,0.0
29745000000,0.0,0.0,0.0
29764000000,0.0,0.0,0.0
29771000000,0.0,0.0,0.0
29794000000,0.0,0.0,0.0
29828000000,0.0,0.0,0.0
29847000000,0.0,0.0,0.0
29855000000,0.0,0.0,0.0
29876000000,0.0,0.0,0.0
29892000000,0.0,0.0,0.0
29910000000,0.0,0.0,0.0
29925000000,0.0,0.0,0.0
29942000000,0.0,0.0,0.0
29959000000,0.0,0.0,0.0
29977000000,0.0,0.0,0.0
29993000000,0.0,0.0,0.0
30015000000,0.0,0.0,0.0
30022000000,0.0,0.0,0.0
30033000000,0.0,0.0,0.0
30047000000,0.0,0.0,0.0
