%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
13745000000,1020,13745000000,world,0.00461515151787,-0.00164665482778,2.915555972,-2.41834108855e-06,6.90964694336e-05,-0.000174598532809,0.999999982368
13755000000,1021,13755000000,world,0.0046233074289,-0.00164959351891,2.91539507409,-4.57534223325e-06,7.91428012166e-05,-0.000174014283357,0.999999981717
13765000000,1022,13765000000,world,0.0046337328646,-0.00165208086754,2.9152265168,-6.80722176181e-06,8.93929295599e-05,-0.000173428918838,0.999999980942
13775000000,1023,13775000000,world,0.00464460248233,-0.00165447550098,2.9150506478,-9.10356135915e-06,9.95531209684e-05,-0.000172842824956,0.999999980066
13785000000,1024,13785000000,world,0.00465466026997,-0.00165702541493,2.91486763787,-1.14599467701e-05,0.00010934656315,-0.000172255985629,0.99999997912
13795000000,1025,13795000000,world,0.00466396650575,-0.00165971984632,2.91467764904,-1.38456798199e-05,0.000118823239963,-0.000171668227188,0.99999997811
13805000000,1026,13805000000,world,0.00470967615565,-0.00165456214691,2.91448087395,-1.70551642362e-05,0.000131989226628,-0.000171078482483,0.99999997651
13815000000,1027,13815000000,world,0.00475656150663,-0.00164913743763,2.91427777171,-2.02417206353e-05,0.00014511046121,-0.000170487822309,0.999999974734
13825000000,1028,13825000000,world,0.00480013723687,-0.00164441424017,2.91406886268,-2.32688310292e-05,0.00015760673044,-0.00016989623978,0.999999972877
13835000000,1029,13835000000,world,0.00484029100913,-0.00164042089919,2.91385464596,-2.6154170417e-05,0.000169252796108,-0.000169303746411,0.999999971003
13845000000,1030,13845000000,world,0.00484776366148,-0.0016434209388,2.91363564158,-2.8247232546e-05,0.000176794184253,-0.00016871163117,0.999999969741
13855000000,1031,13855000000,world,0.00485049744481,-0.00164743932992,2.91341248133,-3.02044762657e-05,0.000183147559488,-0.000168119069109,0.99999996864
13865000000,1032,13865000000,world,0.004857184232,-0.00165045267226,2.91318582998,-3.22292683428e-05,0.000189256332296,-0.000167525610024,0.999999967539
13875000000,1033,13875000000,world,0.00490606286545,-0.00164301007398,2.91295600323,-3.52555069452e-05,0.00019905048176,-0.000166929367715,0.999999965635
13885000000,1034,13885000000,world,0.00495168320285,-0.00163636864785,2.91272243506,-3.80466222855e-05,0.000207853707756,-0.000166332852047,0.999999963841
13895000000,1035,13895000000,world,0.00498579838328,-0.00163256890661,2.91248440264,-4.03522826753e-05,0.000214660900024,-0.000165736431164,0.999999962412
13905000000,1036,13905000000,world,0.00498535365754,-0.00163729791767,2.91224154895,-4.16131891506e-05,0.000216912966548,-0.000165141212106,0.999999961973
13915000000,1037,13915000000,world,0.00498411795056,-0.00164224377446,2.91199422687,-4.26843551734e-05,0.000218190468252,-0.000164546266535,0.999999961748
13925000000,1038,13925000000,world,0.00498253690158,-0.00164730151202,2.9117428883,-4.36139309255e-05,0.000218576926635,-0.000163951923749,0.999999961721
13935000000,1039,13935000000,world,0.00498288947066,-0.00165185214985,2.91148795528,-4.44764530442e-05,0.000218390680895,-0.00016335807434,0.999999961821
13945000000,1040,13945000000,world,0.00498468545614,-0.00165596268335,2.91122966929,-4.52345125241e-05,0.000217600122205,-0.000162764764684,0.999999962056
13955000000,1041,13955000000,world,0.00498697811214,-0.00165997054247,2.91096813719,-4.5844725421e-05,0.000216060028873,-0.000162172336148,0.999999962458
13965000000,1042,13965000000,world,0.00499037454279,-0.00166366472693,2.91070360274,-4.63264250099e-05,0.000213845681315,-0.000161580804965,0.999999963008
13975000000,1043,13975000000,world,0.00499434755343,-0.00166726524931,2.91043662295,-4.66632992006e-05,0.000210920228477,-0.000160990225531,0.999999963709
13985000000,1044,13985000000,world,0.00499915809376,-0.00167041642212,2.91016775103,-4.68890291269e-05,0.000207353066851,-0.000160400798992,0.999999964539
13995000000,1045,13995000000,world,0.00500475228465,-0.00167331669219,2.9098972678,-4.7015042503e-05,0.000203189911459,-0.00015981279284,0.999999965482
14005000000,1046,14005000000,world,0.00501102867632,-0.00167608597926,2.90962529691,-4.70411566193e-05,0.000198533006066,-0.000159225924476,0.999999966509
14015000000,1047,14015000000,world,0.0050177497585,-0.00167857001042,2.90935197175,-4.69661645733e-05,0.000193371841145,-0.000158639656967,0.999999967617
14025000000,1048,14025000000,world,0.00502525633803,-0.00168094372474,2.90907746766,-4.67645684421e-05,0.000187585032271,-0.000158053958656,0.999999968822
14035000000,1049,14035000000,world,0.00503338390615,-0.00168318429523,2.9088019625,-4.64367673444e-05,0.000181141673594,-0.000157468540256,0.999999970117
14045000000,1050,14045000000,world,0.00504166515785,-0.00168522889066,2.90852576186,-4.59874260129e-05,0.000174007214221,-0.000156882931946,0.999999971497
14055000000,1051,14055000000,world,0.00505072877302,-0.00168716979607,2.90824945822,-4.53907555833e-05,0.000166320168786,-0.000156297147056,0.999999972924
14065000000,1052,14065000000,world,0.00506054674106,-0.00168900970858,2.90797366063,-4.46657792576e-05,0.000158150001055,-0.000155711362872,0.999999974374
14075000000,1053,14075000000,world,0.00507018431037,-0.00169073593659,2.90769895865,-4.38306809231e-05,0.000149534740278,-0.000155125266351,0.999999975827
14085000000,1054,14085000000,world,0.00507996562547,-0.001692357175,2.90742597883,-4.28755826614e-05,0.00014059874663,-0.00015453851636,0.999999977256
14095000000,1055,14095000000,world,0.00509047821792,-0.0016938870043,2.90715536943,-4.18000692414e-05,0.000131140538704,-0.00015395099993,0.999999978677
