%time,field.x,field.y,field.z
14810000000,0.0,0.0,3.0
15487000000,0.0,0.0,3.0
16343000000,0.0,0.0,3.0
17518000000,0.0,0.0,3.0
18291000000,0.0,0.0,3.0
19410000000,0.0,0.0,3.0
20166000000,0.0,0.0,3.0
21187000000,0.0,0.0,3.0
22167000000,0.0,0.0,3.0
22915000000,0.0,0.0,3.0
23734000000,0.0,0.0,3.0
24491000000,0.0,0.0,3.0
25209000000,0.0,0.0,3.0
26132000000,0.0,0.0,3.0
27214000000,0.0,0.0,3.0
27987000000,0.0,0.0,3.0
28762000000,0.0,0.0,3.0
29605000000,0.0,0.0,3.0
30675000000,0.0,0.0,3.0
31335000000,0.0,0.0,3.0
32481000000,0.0,0.0,3.0
33257000000,0.0,0.0,3.0
33969000000,0.0,0.0,3.0
34873000000,0.0,0.0,3.0
35661000000,0.0,0.0,3.0
36593000000,0.0,0.0,3.0
37682000000,0.0,0.0,3.0
38489000000,0.0,0.0,3.0
39331000000,0.0,0.0,3.0
39980000000,0.0,0.0,3.0
40766000000,0.0,0.0,3.0
41974000000,0.0,0.0,3.0
42627000000,0.0,0.0,3.0
43485000000,0.0,0.0,3.0
44649000000,0.0,0.0,3.0
45502000000,0.0,0.0,3.0
46419000000,0.0,0.0,3.0
47384000000,0.0,0.0,3.0
48161000000,0.0,0.0,3.0
48991000000,0.0,0.0,3.0
49717000000,0.0,0.0,3.0
50684000000,0.0,0.0,3.0
51334000000,0.0,0.0,3.0
52154000000,0.0,0.0,3.0
53166000000,0.0,0.0,3.0
53755000000,0.0,0.0,3.0
54840000000,0.0,0.0,3.0
55573000000,0.0,0.0,3.0
56502000000,0.0,0.0,3.0
57109000000,0.0,0.0,3.0
58083000000,0.0,0.0,3.0
59123000000,0.0,0.0,3.0
59818000000,0.0,0.0,3.0
60741000000,0.0,0.0,3.0
61794000000,0.0,0.0,3.0
62491000000,0.0,0.0,3.0
63395000000,0.0,0.0,3.0
64174000000,0.0,0.0,3.0
65031000000,0.0,0.0,3.0
66028000000,0.0,0.0,3.0
66704000000,0.0,0.0,3.0
67577000000,0.0,0.0,3.0
68490000000,0.0,0.0,3.0
69061000000,0.0,0.0,3.0
70183000000,0.0,0.0,3.0
70710000000,0.0,0.0,3.0
71471000000,0.0,0.0,3.0
72224000000,0.0,0.0,3.0
73213000000,0.0,0.0,3.0
73843000000,0.0,0.0,3.0
74778000000,0.0,0.0,3.0
75436000000,0.0,0.0,3.0
76163000000,0.0,0.0,3.0
77113000000,0.0,0.0,3.0
77827000000,0.0,0.0,3.0
78891000000,0.0,0.0,3.0
79533000000,0.0,0.0,3.0
80395000000,0.0,0.0,3.0
81144000000,0.0,0.0,3.0
82134000000,0.0,0.0,3.0
82919000000,0.0,0.0,3.0
84117000000,0.0,0.0,3.0
84612000000,0.0,0.0,3.0
85596000000,0.0,0.0,3.0
86406000000,0.0,0.0,3.0
87179000000,0.0,0.0,3.0
