%time,field.x,field.y,field.z
22206000000,0.0,0.0,0.0
22226000000,0.0,0.0,0.0
22255000000,0.0,0.0,0.0
22286000000,0.0,0.0,0.0
22317000000,0.0,0.0,0.0
22347000000,0.0,0.0,0.0
22387000000,0.0,0.0,0.0
22406000000,0.0,0.0,0.0
22436000000,0.0,0.0,0.0
22459000000,0.0,0.0,0.0
22477000000,0.0,0.0,0.0
22511000000,0.0,0.0,0.0
22557000000,0.0,0.0,0.0
22583000000,0.0,0.0,0.0
22607000000,0.0,0.0,0.0
22642000000,0.0,0.0,0.0
22679000000,0.0,0.0,0.0
22713000000,0.0,0.0,0.0
22734000000,0.0,0.0,0.0
22777000000,0.0,0.0,0.0
22811000000,0.0,0.0,0.0
22860000000,0.0,0.0,0.0
22909000000,0.0,0.0,0.0
22927000000,0.0,0.0,0.0
22949000000,0.0,0.0,0.0
22973000000,0.0,0.0,0.0
23006000000,0.0,0.0,0.0
23037000000,0.0,0.0,0.0
23066000000,0.0,0.0,0.0
23110000000,0.0,0.0,0.0
23137000000,0.0,0.0,0.0
23159000000,0.0,0.0,0.0
23188000000,0.0,0.0,0.0
23214000000,0.0,0.0,0.0
23243000000,0.0,0.0,0.0
23291000000,0.0,0.0,0.0
23324000000,0.0,0.0,0.0
23358000000,0.0,0.0,0.0
23405000000,0.0,0.0,0.0
23448000000,0.0,0.0,0.0
23497000000,0.0,0.0,0.0
23551000000,0.0,0.0,0.0
23603000000,0.0,0.0,0.0
23654000000,0.0,0.0,0.0
23695000000,0.0,0.0,0.0
23748000000,0.0,0.0,0.0
23783000000,0.0,0.0,0.0
23815000000,0.0,0.0,0.0
23856000000,0.0,0.0,0.0
23891000000,0.0,0.0,0.0
23917000000,0.0,0.0,0.0
23942000000,0.0,0.0,0.0
23979000000,0.0,0.0,0.0
24007000000,0.0,0.0,0.0
24043000000,0.0,0.0,0.0
24079000000,0.0,0.0,0.0
24121000000,0.0,0.0,0.0
24155000000,0.0,0.0,0.0
24185000000,0.0,0.0,0.0
24225000000,0.0,0.0,0.0
24270000000,0.0,0.0,0.0
24310000000,0.0,0.0,0.0
24336000000,0.0,0.0,0.0
24379000000,0.0,0.0,0.0
24419000000,0.0,0.0,0.0
24454000000,0.0,0.0,0.0
24484000000,0.0,0.0,0.0
24519000000,0.0,0.0,0.0
24546000000,0.0,0.0,0.0
24584000000,0.0,0.0,0.0
24608000000,0.0,0.0,0.0
24643000000,0.0,0.0,0.0
24675000000,0.0,0.0,0.0
24704000000,0.0,0.0,0.0
